"Date","Price","Open","High","Low","Vol.","Change %"
"06/09/2021","28,742.63","28,771.14","28,859.58","28,687.69","1.81B","-0.13%"
"06/08/2021","28,781.38","28,900.52","28,979.20","28,638.31","1.63B","-0.02%"
"06/07/2021","28,787.28","28,985.60","29,003.99","28,615.61","2.57B","-0.45%"
"06/04/2021","28,918.10","28,837.95","29,023.18","28,737.97","3.05B","-0.17%"
"06/03/2021","28,966.03","29,365.32","29,377.90","28,902.67","2.24B","-1.13%"
"06/02/2021","29,297.62","29,414.64","29,490.61","29,208.73","1.93B","-0.58%"
"06/01/2021","29,468.00","29,159.06","29,480.16","29,036.45","1.83B","1.08%"
"05/31/2021","29,151.80","29,225.46","29,225.46","28,909.52","2.19B","0.09%"
"05/28/2021","29,124.41","29,219.46","29,336.13","29,033.72","2.59B","0.04%"
"05/27/2021","29,113.20","28,998.39","29,157.95","28,950.72","3.80B","-0.18%"
"05/26/2021","29,166.01","29,056.28","29,261.86","29,027.95","2.52B","0.88%"
"05/25/2021","28,910.86","28,461.50","28,929.24","28,461.50","2.35B","1.75%"
"05/24/2021","28,412.26","28,417.99","28,444.36","28,195.52","1.72B","-0.16%"
"05/21/2021","28,458.44","28,584.34","28,584.34","28,286.92","1.65B","0.03%"
"05/20/2021","28,450.29","28,413.49","28,508.24","28,293.23","2.47B","-0.50%"
"05/18/2021","28,593.81","28,438.03","28,617.34","28,438.03","2.07B","1.42%"
"05/17/2021","28,194.09","28,130.51","28,268.39","28,074.14","1.86B","0.59%"
"05/14/2021","28,027.57","27,872.69","28,064.01","27,715.88","1.88B","1.11%"
"05/13/2021","27,718.67","27,920.01","28,060.93","27,718.67","2.17B","-1.81%"
"05/12/2021","28,231.04","28,073.92","28,231.04","27,897.47","2.13B","0.78%"
"05/11/2021","28,013.81","28,286.56","28,286.56","27,910.71","2.38B","-2.03%"
"05/10/2021","28,595.66","28,776.99","28,842.11","28,453.14","2.36B","-0.05%"
"05/07/2021","28,610.65","28,721.13","28,884.03","28,530.71","2.21B","-0.09%"
"05/06/2021","28,637.46","28,647.97","28,753.97","28,384.12","2.48B","0.77%"
"05/05/2021","28,417.98","28,427.67","28,677.36","28,325.96","1.72B","-0.49%"
"05/04/2021","28,557.14","28,438.15","28,577.52","28,321.34","1.92B","0.70%"
"05/03/2021","28,357.54","28,659.91","28,684.83","28,256.03","1.73B","-1.28%"
"04/30/2021","28,724.88","29,143.43","29,154.75","28,701.69","2.58B","-1.97%"
"04/29/2021","29,303.26","29,268.21","29,405.12","29,162.87","1.84B","0.80%"
"04/28/2021","29,071.34","28,991.94","29,071.34","28,887.33","2.07B","0.45%"
"04/27/2021","28,941.54","28,895.38","29,045.11","28,793.22","1.83B","-0.04%"
"04/26/2021","28,952.83","29,106.45","29,238.99","28,908.65","1.79B","-0.43%"
"04/23/2021","29,078.75","28,798.45","29,078.75","28,748.57","1.90B","1.12%"
"04/22/2021","28,755.34","28,716.98","28,848.02","28,597.00","1.93B","0.47%"
"04/21/2021","28,621.92","28,702.27","28,778.36","28,506.76","2.20B","-1.76%"
"04/20/2021","29,135.73","28,962.80","29,220.19","28,885.55","2.01B","0.10%"
"04/19/2021","29,106.15","28,960.13","29,319.76","28,806.76","2.02B","0.47%"
"04/16/2021","28,969.71","28,827.17","29,079.18","28,711.11","2.19B","0.61%"
"04/15/2021","28,793.14","28,872.82","28,884.57","28,530.99","1.90B","-0.37%"
"04/14/2021","28,900.83","28,796.55","28,979.35","28,685.06","1.94B","1.42%"
"04/13/2021","28,497.25","28,557.84","28,877.15","28,452.12","2.06B","0.15%"
"04/12/2021","28,453.28","28,791.97","28,791.97","28,274.27","1.99B","-0.86%"
"04/09/2021","28,698.80","29,152.44","29,152.44","28,604.55","1.90B","-1.07%"
"04/08/2021","29,008.07","28,604.12","29,054.82","28,587.11","2.52B","1.16%"
"04/07/2021","28,674.80","29,101.40","29,101.40","28,598.86","2.22B","-0.91%"
"04/01/2021","28,938.74","28,594.55","28,938.74","28,511.65","2.23B","1.97%"
"03/31/2021","28,378.35","28,802.53","28,802.53","28,332.78","2.70B","-0.70%"
"03/30/2021","28,577.50","28,552.77","28,694.15","28,371.23","2.27B","0.84%"
"03/29/2021","28,338.30","28,317.32","28,484.66","28,132.36","2.85B","0.01%"
"03/26/2021","28,336.43","28,043.65","28,415.15","28,014.29","2.42B","1.57%"
"03/25/2021","27,899.61","27,628.08","28,032.01","27,505.08","2.60B","-0.07%"
"03/24/2021","27,918.14","28,437.49","28,457.87","27,827.05","2.69B","-2.03%"
"03/23/2021","28,497.38","29,008.02","29,043.18","28,376.22","2.05B","-1.34%"
"03/22/2021","28,885.34","28,801.09","29,139.07","28,801.09","2.07B","-0.36%"
"03/19/2021","28,990.94","29,158.48","29,271.40","28,737.54","3.81B","-1.41%"
"03/18/2021","29,405.72","29,317.61","29,596.58","29,317.61","2.11B","1.28%"
"03/17/2021","29,034.12","28,992.24","29,180.01","28,780.23","1.90B","0.02%"
"03/16/2021","29,027.69","29,036.82","29,118.62","28,872.40","2.35B","0.67%"
"03/15/2021","28,833.76","28,923.95","29,178.99","28,612.74","3.10B","0.33%"
"03/12/2021","28,739.72","29,550.37","29,550.37","28,707.35","3.56B","-2.20%"
"03/11/2021","29,385.61","28,909.98","29,412.42","28,893.21","3.60B","1.65%"
"03/10/2021","28,907.52","29,255.37","29,255.37","28,710.91","2.84B","0.47%"
"03/09/2021","28,773.23","28,665.26","29,047.13","28,326.13","4.38B","0.81%"
"03/08/2021","28,540.83","29,362.59","29,386.33","28,422.27","4.91B","-1.92%"
"03/05/2021","29,098.29","28,667.14","29,397.27","28,513.13","4.00B","-0.47%"
"03/04/2021","29,236.79","29,525.48","29,597.16","29,102.10","2.96B","-2.15%"
"03/03/2021","29,880.42","29,249.43","29,912.00","29,183.59","3.23B","2.70%"
"03/02/2021","29,095.86","29,708.39","29,765.96","28,957.31","2.90B","-1.21%"
"03/01/2021","29,452.57","29,457.89","29,550.75","29,195.97","2.63B","1.63%"
"02/26/2021","28,980.21","29,412.13","29,579.67","28,980.21","4.13B","-3.64%"
"02/25/2021","30,074.17","30,174.22","30,453.12","29,833.05","3.66B","1.20%"
"02/24/2021","29,718.24","30,702.65","30,792.88","29,532.68","4.85B","-2.99%"
"02/23/2021","30,632.64","30,189.97","30,948.47","30,126.40","4.61B","1.03%"
"02/22/2021","30,319.83","31,071.61","31,071.61","30,298.58","4.45B","-1.06%"
"02/19/2021","30,644.73","30,483.46","30,720.15","30,099.71","3.32B","0.16%"
"02/18/2021","30,595.27","31,183.36","31,183.36","30,570.55","3.69B","-1.58%"
"02/17/2021","31,084.94","30,636.37","31,168.30","30,503.46","3.14B","1.10%"
"02/16/2021","30,746.66","30,675.82","30,793.48","30,497.40","3.27B","1.90%"
"02/11/2021","30,173.57","29,995.28","30,184.17","29,828.62","1.19B","0.45%"
"02/10/2021","30,038.72","29,796.19","30,075.50","29,732.23","2.00B","1.91%"
"02/09/2021","29,476.19","29,442.50","29,527.67","29,263.98","1.85B","0.53%"
"02/08/2021","29,319.47","29,629.08","29,706.08","29,293.64","2.20B","0.11%"
"02/05/2021","29,288.68","29,305.09","29,495.64","29,184.09","2.68B","0.60%"
"02/04/2021","29,113.50","29,093.54","29,409.00","28,775.38","3.03B","-0.66%"
"02/03/2021","29,307.46","29,305.41","29,312.00","28,967.01","2.68B","0.20%"
"02/02/2021","29,248.70","29,378.12","29,511.00","29,198.86","2.74B","1.23%"
"02/01/2021","28,892.86","28,457.85","28,982.77","28,382.26","2.46B","2.15%"
"01/29/2021","28,283.71","28,826.18","28,972.06","28,259.73","3.20B","-0.94%"
"01/28/2021","28,550.77","28,914.85","29,191.68","28,467.01","2.99B","-2.55%"
"01/27/2021","29,297.53","29,556.58","29,636.63","29,194.37","3.81B","-0.32%"
"01/26/2021","29,391.26","29,892.85","29,965.11","29,345.74","4.81B","-2.55%"
"01/25/2021","30,159.01","29,677.30","30,191.16","29,673.26","3.07B","2.41%"
"01/22/2021","29,447.85","29,809.23","29,862.89","29,413.52","3.38B","-1.60%"
"01/21/2021","29,927.76","29,951.78","30,135.50","29,745.87","3.00B","-0.12%"
"01/20/2021","29,962.47","29,794.41","29,993.47","29,676.54","3.94B","1.08%"
"01/19/2021","29,642.28","29,100.17","29,848.43","29,100.17","4.57B","2.70%"
"01/18/2021","28,862.77","28,454.59","28,864.25","28,390.29","2.96B","1.01%"
"01/15/2021","28,573.86","28,394.37","28,667.59","28,294.66","4.49B","0.27%"
"01/14/2021","28,496.86","28,408.12","28,510.92","28,280.09","3.21B","0.93%"
"01/13/2021","28,235.60","28,309.32","28,414.54","28,136.64","3.56B","-0.15%"
"01/12/2021","28,276.75","27,894.29","28,276.75","27,781.42","3.40B","1.32%"
"01/11/2021","27,908.22","28,003.98","28,176.65","27,794.81","4.37B","0.11%"
"01/08/2021","27,878.22","27,630.03","27,920.77","27,538.20","5.67B","1.20%"
"01/07/2021","27,548.52","27,715.94","27,752.36","27,457.47","3.78B","-0.52%"
"01/06/2021","27,692.30","27,613.34","27,756.43","27,389.78","3.08B","0.15%"
"01/05/2021","27,649.86","27,281.34","27,690.21","27,150.38","3.28B","0.64%"
"01/04/2021","27,472.81","27,087.13","27,502.83","27,079.24","2.87B","0.89%"
"12/31/2020","27,231.13","27,194.79","27,340.99","27,163.51","2.05B","0.31%"
"12/30/2020","27,147.11","26,695.11","27,159.47","26,670.97","2.55B","2.18%"
"12/29/2020","26,568.49","26,490.45","26,618.78","26,432.91","2.30B","0.96%"
"12/28/2020","26,314.63","26,288.37","26,514.08","26,264.32","2.67B","-0.27%"
"12/24/2020","26,386.56","26,342.87","26,470.40","26,221.30","1.30B","0.16%"
"12/23/2020","26,343.10","26,083.11","26,343.10","26,071.76","2.01B","0.86%"
"12/22/2020","26,119.25","26,260.78","26,365.20","25,998.87","1.75B","-0.71%"
