"Date","Price","Open","High","Low","Vol.","Change %"
"09/06/2013","394.88","393.73","394.90","392.06","225.33M","0.36%"
"09/05/2013","393.47","392.49","394.87","392.49","331.64M","0.23%"
"09/04/2013","392.56","391.40","392.95","389.50","191.70M","0.43%"
"09/03/2013","390.86","390.02","391.40","387.86","267.86M","0.55%"
"09/02/2013","388.74","385.59","388.84","385.59","132.49M","1.41%"
"08/30/2013","383.33","386.32","386.37","383.31","174.95M","-0.63%"
"08/29/2013","385.75","384.71","386.07","384.17","178.11M","0.57%"
"08/28/2013","383.55","381.80","385.62","381.30","179.86M","-0.60%"
"08/27/2013","385.85","390.66","390.66","385.17","181.87M","-1.56%"
"08/26/2013","391.96","392.07","392.51","389.27","133.66M","0.11%"
"08/23/2013","391.52","390.25","391.52","389.23","131.48M","0.49%"
"08/22/2013","389.61","386.52","390.70","386.52","143.30M","0.83%"
"08/21/2013","386.39","392.42","392.65","386.39","124.47M","-1.40%"
"08/20/2013","391.86","391.79","391.98","389.54","142.10M","-0.35%"
"08/19/2013","393.24","394.12","394.62","392.82","113.13M","-0.18%"
"08/16/2013","393.95","390.35","393.95","389.73","110.36M","0.79%"
"08/15/2013","390.86","394.79","394.79","389.03","111.90M","-1.23%"
"08/14/2013","395.73","395.11","396.38","394.92","134.07M","0.26%"
"08/13/2013","394.72","393.90","395.66","393.44","160.46M","0.42%"
"08/12/2013","393.07","393.57","394.02","391.91","105.37M","-0.01%"
"08/09/2013","393.10","392.60","394.19","391.88","101.96M","0.41%"
"08/08/2013","391.49","390.95","392.84","390.57","108.74M","0.52%"
"08/07/2013","389.46","389.64","390.63","388.54","101.74M","-0.25%"
"08/06/2013","390.44","393.03","393.82","389.93","101.75M","-0.70%"
"08/05/2013","393.20","392.53","393.36","392.20","87.00M","0.20%"
"08/02/2013","392.40","392.70","393.19","391.28","85.99M","0.06%"
"08/01/2013","392.15","389.33","392.15","389.33","94.54M","1.18%"
"07/31/2013","387.59","387.53","389.39","387.27","91.65M","-0.12%"
"07/30/2013","388.06","386.32","388.60","386.32","101.91M","0.66%"
"07/29/2013","385.52","385.72","387.88","385.03","124.43M","-0.05%"
"07/26/2013","385.70","387.90","388.30","384.84","79.90M","-0.38%"
"07/25/2013","387.16","386.00","387.16","384.08","101.17M","0.13%"
"07/24/2013","386.66","383.99","387.15","383.83","137.33M","1.02%"
"07/23/2013","382.75","382.62","383.96","382.26","113.82M","0.33%"
"07/22/2013","381.51","383.70","384.61","380.57","126.43M","-0.61%"
"07/19/2013","383.87","383.76","383.87","380.84","184.41M","0.10%"
"07/18/2013","383.48","380.72","383.94","380.58","201.88M","0.56%"
"07/17/2013","381.33","382.21","382.88","379.51","179.52M","-0.01%"
"07/16/2013","381.36","382.33","382.96","380.82","123.98M","-0.12%"
"07/15/2013","381.82","382.06","383.63","381.36","114.90M","0.33%"
"07/12/2013","380.56","380.93","382.13","380.56","128.68M","0.02%"
"07/11/2013","380.48","378.95","380.48","378.64","132.97M","1.30%"
"07/10/2013","375.59","374.65","375.83","372.72","136.93M","0.11%"
"07/09/2013","375.18","372.86","375.18","372.68","191.24M","0.95%"
"07/08/2013","371.65","369.07","372.79","369.07","187.14M","1.12%"
"07/05/2013","367.53","369.86","372.61","366.82","121.06M","-0.51%"
"07/04/2013","369.43","364.76","370.21","364.70","130.85M","1.70%"
"07/03/2013","363.27","363.39","363.39","359.88","115.51M","-0.53%"
"07/02/2013","365.19","366.25","366.25","362.63","127.83M","-0.12%"
"07/01/2013","365.64","363.58","365.75","361.60","126.54M","1.08%"
"06/28/2013","361.72","365.19","366.14","361.47","151.03M","-0.81%"
"06/27/2013","364.67","360.71","365.06","359.76","133.93M","1.35%"
"06/26/2013","359.83","356.07","360.66","355.44","189.42M","1.28%"
"06/25/2013","355.27","352.20","356.42","352.19","187.78M","1.49%"
"06/24/2013","350.05","354.69","356.21","349.69","198.61M","-2.41%"
"06/20/2013","358.69","365.78","365.78","358.44","241.32M","-2.86%"
"06/19/2013","369.26","373.71","373.96","369.24","270.00M","-1.33%"
"06/18/2013","374.25","372.66","375.02","371.63","135.85M","0.22%"
"06/17/2013","373.44","370.27","374.48","370.27","159.07M","1.06%"
"06/14/2013","369.52","370.63","371.90","368.79","169.02M","0.29%"
"06/13/2013","368.44","365.72","368.54","363.36","177.45M","-0.34%"
"06/12/2013","369.68","370.88","373.68","369.50","137.93M","-0.50%"
"06/11/2013","371.53","373.46","373.63","370.18","183.09M","-0.72%"
"06/10/2013","374.24","374.09","375.47","373.59","143.17M","-0.05%"
"06/07/2013","374.41","371.53","375.80","369.46","154.75M","0.54%"
"06/05/2013","372.41","377.32","378.20","371.91","131.43M","-1.75%"
"06/04/2013","379.03","380.76","382.25","378.56","159.71M","-0.06%"
"06/03/2013","379.27","379.22","382.82","377.52","130.49M","-0.50%"
"05/31/2013","381.19","384.11","384.11","379.75","193.84M","-0.77%"
"05/30/2013","384.14","381.85","384.85","381.57","151.65M","0.27%"
"05/29/2013","383.11","387.48","387.48","382.77","122.65M","-1.59%"
"05/28/2013","389.31","386.84","389.58","386.84","129.87M","0.99%"
"05/27/2013","385.48","382.72","385.48","382.70","75.65M","1.03%"
"05/24/2013","381.56","384.50","384.99","381.00","123.47M","-0.42%"
"05/23/2013","383.16","385.77","386.12","380.83","330.88M","-2.33%"
"05/22/2013","392.30","390.61","393.01","389.82","206.01M","0.45%"
"05/21/2013","390.55","388.77","390.55","387.34","170.21M","0.33%"
"05/20/2013","389.25","389.72","390.83","388.40","112.98M","-0.05%"
"05/17/2013","389.45","386.77","389.58","386.29","155.23M","0.66%"
"05/16/2013","386.90","385.88","388.26","385.52","159.65M","0.29%"
"05/15/2013","385.79","384.58","385.79","384.57","233.71M","0.44%"
"05/14/2013","384.09","383.89","384.10","382.14","153.83M","0.10%"
"05/13/2013","383.71","384.22","384.94","382.75","218.77M","-0.07%"
"05/10/2013","383.96","382.69","385.31","382.69","172.84M","0.44%"
"05/08/2013","382.28","378.70","382.28","378.70","106.73M","1.03%"
"05/07/2013","378.40","378.05","380.13","378.05","228.98M","0.26%"
"05/06/2013","377.43","376.45","377.84","375.83","130.03M","0.21%"
"05/03/2013","376.64","374.69","377.91","373.11","192.23M","0.71%"
"05/02/2013","373.99","373.50","374.52","371.99","161.34M","-0.39%"
"04/30/2013","375.46","374.61","376.46","374.61","89.60M","0.30%"
"04/29/2013","374.34","373.14","374.66","371.78","154.63M","0.35%"
"04/26/2013","373.03","371.29","373.52","370.75","214.44M","-0.01%"
"04/25/2013","373.05","367.08","373.95","367.08","207.94M","1.44%"
"04/24/2013","367.77","365.03","367.77","363.70","222.93M","0.40%"
"04/23/2013","366.29","358.11","366.29","358.06","266.89M","2.46%"
"04/22/2013","357.50","359.77","361.40","357.50","145.88M","-0.11%"
